season,episode,character,line
3,32,Jason Mendoza,"Okay, hurry up and get this crap in my truck."
3,32,Police Officer,Jacksonville Police.
3,32,Police Officer,Come out with your hands up!
3,32,Donkey Doug,Are you a cop?
3,32,Donkey Doug,"Because if you are, you have to tell us!"
3,32,Police Officer,Yes.
3,32,Police Officer,This is the police.
3,32,Donkey Doug,"Yup, I knew it."
3,32,Donkey Doug,It's the cops.
3,32,Donkey Doug,What do we do?
3,32,Jason Mendoza,"Yo, let's get out of here."
3,32,Donkey Doug,No.
3,32,Donkey Doug,I know I haven't been the best father in the world.
3,32,Donkey Doug,I might not have even been in the top five.
3,32,Donkey Doug,I want to make up for that.
3,32,Donkey Doug,"I'll distract them, you run out the back."
3,32,Jason Mendoza,"No, that's crazy."
3,32,Donkey Doug,It's what my dad did for me.
3,32,Donkey Doug,"And his dad, for him."
3,32,Donkey Doug,"And some day, you'll do this exact thing for your son."
3,32,Jason Mendoza,"I mean, I hope not."
3,32,Jason Mendoza,"But thanks, Donkey Doug."
3,32,Donkey Doug,"Hey call me ""Donkey Dad""."
3,32,Jason Mendoza,"Okay, Donkey Dad."
3,32,Donkey Doug,"Nah, that sounds wack."
3,32,Donkey Doug,Call me Donkey Doug.
3,32,Jason Mendoza,Cool.
3,32,Donkey Doug,Bortles!
3,32,Chidi Anagonye,Uh here's the truth.
3,32,Chidi Anagonye,You're amazing.
3,32,Chidi Anagonye,And my feelings have changed.
3,32,Chidi Anagonye,I wish I could tell you why.
3,32,Chidi Anagonye,"I really, really do."
3,32,Chidi Anagonye,But I can't.
3,32,Simone Garnett,"Well, you seem to know what you want, which is rare for you."
3,32,Chidi Anagonye,"Well, I uh I hope you keep the study going."
3,32,Chidi Anagonye,It might help a lot of people.
3,32,Simone Garnett,"Well, see you in the next life."
3,32,Chidi Anagonye,What?
3,32,Chidi Anagonye,Why would you say that?
3,32,Chidi Anagonye,What do you know?
3,32,Simone Garnett,It's a figure of speech.
3,32,Simone Garnett,"You're so weird, man."
3,32,Simone Garnett,I think maybe this is for the best.
3,32,Michael,"So, your covert mission is to continue to report to this job until you receive our signal."
3,32,Michael,"Now, this is the most important thing you cannot commit any more crimes, and you must help these people as much as you can."
3,32,Michael,The mission depends on it.
3,32,Pillboi,Roger that.
3,32,Pillboi,"Man, I can't believe this whole time you guys were with NASA."
3,32,Tahani Al-Jamil,"Yes, we are secret astronaut spies."
3,32,Tahani Al-Jamil,That is indeed what Jason told you.
3,32,Jason Mendoza,Take good care of these old fools and stay out of trouble.
3,32,Pillboi,"I love you, bro."
3,32,Jason Mendoza,"I love you, bro."
3,32,Jason Mendoza,Psych!
3,32,Pillboi,"I got you, bro."
3,32,Jason Mendoza,"I got you, bro."
3,32,Jason Mendoza,Jag
3,32,Pillboi, uars
3,32,Jason Mendoza, rule.
3,32,Pillboi, rule.
3,32,Tahani Al-Jamil,"Well, my sister's museum exhibit opens tomorrow."
3,32,Tahani Al-Jamil,Are you all ready for some Al-Jamil family reconciliation?
3,32,Jason Mendoza,"You know it, wifey!"
3,32,Jason Mendoza,Soul Squad is on a roll.
3,32,Jason Mendoza,I pretty much nailed that Pillboi thing.
3,32,Jason Mendoza,"And I got closure with my dad, Donkey Doug."
3,32,Eleanor Shellstrop,That remains depressing.
3,32,Eleanor Shellstrop,"But I'm happy for you, bud."
3,32,Eleanor Shellstrop,"I never got to do that with my parents, and now they're both dead, so it's impossible."
3,32,Janet,"So, the thing is, one of your parents is not technically actually dead."
3,32,Eleanor Shellstrop,What are you talking about?
3,32,Michael,Your mother's alive.
3,32,Michael,She faked her own death.
3,32,Eleanor Shellstrop,"I'm sorry, Tahani."
3,32,Eleanor Shellstrop,I don't think I'll be able to stay with you here in Budapest.
3,32,Eleanor Shellstrop,"Turns out my mom isn't dead, so I need to fly back to America to murder her."
3,33,Eleanor Shellstrop,So my mom is alive and she lives here.
3,33,Eleanor Shellstrop,"Why didn't you tell me sooner, man?"
3,33,Michael,"I'd already told you that you'd died, and that I had tortured you for centuries, and that you're doomed to be tortured again."
3,33,Michael,"I just didn't want to be, like, a bummer."
3,33,Michael,But now you know everything important about your life.
3,33,Michael,I promise.
3,33,Eleanor Shellstrop,A police officer came to my home and told me that my mom had been accidentally trampled to death when she bent down to adjust her toe ring at a Rascal Flatts concert.
3,33,Michael,That police officer was an actor.
3,33,Michael,"See, about a month before, your mom had gotten drunk, wandered into a charity auction and bid $30,000 for a date with Gene Simmons, outbidding everyone else by $29,800."
3,33,Michael,She didn't wanna pay.
3,33,Michael,"So, she faked her death, moved to Nevada and reinvented herself as Diana Tremaine."
3,33,Eleanor Shellstrop,Diana Tremaine is my fake ID name!
3,33,Eleanor Shellstrop,How dare she steal the identity I stole.
3,33,Michael,"Look, I know this is a lot to take in, but we're here to help your mom get into the Good Place."
3,33,Michael,"Whatever you're feeling, remember, this is not about you."
3,33,Eleanor Shellstrop,Right.
3,33,Eleanor Shellstrop,How could you do this to me?
3,33,Donna Shellstrop,Yay!
3,33,Donna Shellstrop,You found me!
3,33,Eleanor Shellstrop,"What the hell, Mom?"
3,33,Donna Shellstrop,"Okay, baby, I can explain everything."
3,33,Donna Shellstrop,Let's all just take a breath.
3,33,Donna Shellstrop,"You haven't even introduced me to this stretched out, sexy Alex Trebek."
3,33,Michael,I'm Michael.
3,33,Michael,"It's nice to meet you, Donna."
3,33,Donna Shellstrop,"Oh, uh, it's Diana now, for, you know, police reasons."
3,33,Eleanor Shellstrop,"By the way, whose McMansion is this?"
3,33,Donna Shellstrop,"My boyfriend, Dave's."
3,33,Donna Shellstrop,"He's kind of a dork, but real sweet and so fancy."
3,33,Donna Shellstrop,"His napkins are made out of, like, shirt material."
3,33,Michael,Cloth.
3,33,Eleanor Shellstrop,"Okay, now this is making sense."
3,33,Eleanor Shellstrop,"You change your name, bag a rich loser with a tacky house."
3,33,Eleanor Shellstrop,I get it.
3,33,Eleanor Shellstrop,You're running a scam.
3,33,Donna Shellstrop,No.
3,33,Donna Shellstrop,"Baby, this is as real as the nails under my acrylic nails."
3,33,Donna Shellstrop,I'm a different person.
3,33,Eleanor Shellstrop,Spare me.
3,33,Eleanor Shellstrop,You will always be sun-baked Arizona trash.
3,33,Eleanor Shellstrop,And I know that because I grew up baking right beside you.
3,33,Dave Katterttrune,"Oh, geez, I didn't know we had company."
3,33,Dave Katterttrune,Hey.
3,33,Dave Katterttrune,"Hi, I'm Dave."
3,33,Michael,Michael.
3,33,Eleanor Shellstrop,Of course you're Dave.
3,33,Eleanor Shellstrop,"Hey, Dave?"
3,33,Eleanor Shellstrop,You and I need to have a little conversation.
3,33,Patricia Katterttrune,Diana.
3,33,Donna Shellstrop,"Oh, hey."
3,33,Eleanor Shellstrop,Who the hell is this chick?
3,33,Dave Katterttrune,"This is my little potato pie, Patricia."
3,33,Dave Katterttrune,"And who might you be, by the way?"
3,33,Donna Shellstrop,Eleanor is my sorority sister.
3,33,Eleanor Shellstrop,Right.
3,33,Eleanor Shellstrop,Good old Kappa Zeta Jones.
3,33,Dave Katterttrune,Oh!
3,33,Donna Shellstrop,Hey.
3,33,Tahani Al-Jamil,I can't believe I have to wait in line to see my own sister.
3,33,Tahani Al-Jamil,"I have never waited in any kind of formation, let alone a line."
3,33,Chidi Anagonye,Wow!
3,33,Chidi Anagonye,Is this whole room just her work?
3,33,Tahani Al-Jamil,"Don't be fooled, Chidi."
3,33,Tahani Al-Jamil,Kamilah is a charlatan.
3,33,Tahani Al-Jamil,All she has to do is paint some dumb shapes and people go mad.
3,33,Jason Mendoza,Those aren't dumb shapes.
3,33,Jason Mendoza,They're a pair of boobs.
3,33,Jason Mendoza,And then two extra sideboobs.
3,33,Jason Mendoza,It symbolizes that boobs come in all shapes and sizes and distances apart.
3,33,Tahani Al-Jamil,Ugh!
3,33,Tahani Al-Jamil,Maybe we should just go.
3,33,Tahani Al-Jamil,There are plenty of other people I could help.
3,33,Tahani Al-Jamil,Like my good friend Ben Affleck and his crippling addiction to back tattoos.
3,33,Tahani Al-Jamil,Or my other good friend Matt Damon and his crippling addiction to my friend Ben Affleck.
3,33,Janet,It's important that you make amends.
3,33,Janet,Your competitive relationship with Kamilah is largely the reason that you didn't get into the Good Place.
3,33,Janet,Stands to reason that the same would be true for her.
3,33,Tahani Al-Jamil,Fine.
3,33,Tahani Al-Jamil,But the waiting is over.
3,33,Tahani Al-Jamil,Excuse me.
3,33,Tahani Al-Jamil,Excuse me.
3,33,Tahani Al-Jamil,Excuse me.
3,33,Kamilah Al-Jamil,Tahani.
3,33,Kamilah Al-Jamil,Were you waiting in line to see me?
3,33,Kamilah Al-Jamil,That's hilarious.
3,33,Kamilah Al-Jamil,"As a frog stares up in awe at the treetops, so too does humanity gawk at the purity of a blinding truth."
3,33,Kamilah Al-Jamil,Napkins and forks are in the back.
3,33,Tahani Al-Jamil,"So, making omelets is art now, is it?"
3,33,Kamilah Al-Jamil,"Not that I'd expect you to understand, but it's a commentary on the world's fascination with subservience, consumption, death and pedagogy."
3,33,Kamilah Al-Jamil,Cheddar or Swiss?
3,33,Tahani Al-Jamil,"Oh, no, I don't want an omelet."
3,33,Tahani Al-Jamil,I just came for a quick sisterly chat.
3,33,Kamilah Al-Jamil,"My sister, Tahani, refuses to order an omelet."
3,33,Kamilah Al-Jamil,"As a result, the exhibit is now over and will never be shown again."
3,33,Kamilah Al-Jamil,There will be no refunds.
3,33,Jozsef Mï¿½vï¿½szember,Typical Tahani!
3,33,Istvan Mï¿½vï¿½sziEmber-Barï¿½tja,And after Kamilah saved her life?
3,33,Istvan Mï¿½vï¿½sziEmber-Barï¿½tja,What treachery!
3,33,Chidi Anagonye,Sisters.
3,33,Chidi Anagonye,Am I right?
3,33,Dave Katterttrune,"Hey, now."
3,33,Dave Katterttrune,I just checked my Apple Watch and it's marg-o'-clock.
3,33,Dave Katterttrune,"So, Michael, what do you do?"
3,33,Michael,"Ah, well, uh, I'm an architect."
3,33,Dave Katterttrune,Get out of here.
3,33,Dave Katterttrune,"Me, too."
3,33,Michael,Huh!
3,33,Donna Shellstrop,Dave's real good.
3,33,Donna Shellstrop,You should see the new Hooters on I-15.
3,33,Donna Shellstrop,It looks classy.
3,33,Donna Shellstrop,Like a bank.
3,33,Eleanor Shellstrop,"So, how did you two loverats meet?"
3,33,Dave Katterttrune,"Oh, it's a fun story."
3,33,Dave Katterttrune,I was working on this project tearing down a condemned bar called the Desert Rash.
3,33,Dave Katterttrune,"I went in to meet with the contractors and Diana is sitting at the bar, drinking a seven in Seven in seven."
3,33,Eleanor Shellstrop,Seven shots of Seagram's 7 in seven minutes.
3,33,Eleanor Shellstrop,It's Diana's morning drink.
3,33,Dave Katterttrune,"Oh, that's right."
3,33,Dave Katterttrune,It was very early in the morning.
3,33,Dave Katterttrune,"Well, this little spitfire finds out it's me who's closing down the bar."
3,33,Dave Katterttrune,"Next thing I know, she's got a knife to my face."
3,33,Dave Katterttrune,I would have been scared if she hadn't been the most gorgeous thing I've ever seen in my life.
3,33,Donna Shellstrop,Aww.
3,33,Donna Shellstrop,"One thing leads to another, and all of a sudden, we're playing tonsil tennis on a broken toilet in the alley out back."
3,33,Eleanor Shellstrop,Cute.
3,33,Dave Katterttrune,So how did you and Eleanor become friends?
3,33,Michael,Let's just say that we lived in the same neighborhood.
3,33,Dave Katterttrune,Ooh.
3,33,Dave Katterttrune,"What a fun way to say a normal thing, right?"
3,33,Donna Shellstrop,"Well, I've gotta go get ready."
3,33,Donna Shellstrop,Today is PTA elections and I'm running for secretary.
3,33,Dave Katterttrune,"And she's a shoo-in, too."
3,33,Dave Katterttrune,"Hey, Patty, we gotta get ready, okay?"
3,33,Michael,"I know we came here to set your mom on a better path, but I think she's doing pretty great."
3,33,Eleanor Shellstrop,Please.
3,33,Eleanor Shellstrop,She's completely full of it.
3,33,Eleanor Shellstrop,I am gonna find out what kind of scam Donna Shellstrop is running and I am gonna take her down.
3,33,Eleanor Shellstrop,Right after I finish this awesome drink.
3,33,Eleanor Shellstrop,"Man, Dave's margaritas are amazing."
3,33,Michael,Right?
3,33,Eleanor Shellstrop,Yeah.
3,33,Michael,And I'm not even a tequila guy.
3,33,Jason Mendoza,"So, this is what a museum looks like."
3,33,Jason Mendoza,"If you look at this painting closely, you can really notice the interpretation."
3,33,Janet,"I know you're just being silly and effortlessly charming, but you actually just picked the most valuable painting in the entire museum."
3,33,Janet,"As of last year, that work was valued at $39.2 million."
3,33,Jason Mendoza,"Oh, snap!"
3,33,Jason Mendoza,I forgot you know everything.
3,33,Jason Mendoza,How much is that one worth?
3,33,Janet,That one is worth $13.7 million.
3,33,Jason Mendoza,That one's got a bunch of colors.
3,33,Jason Mendoza,That's gotta add some value.
3,33,Jason Mendoza,Can we do this for all the paintings?
3,33,Tahani Al-Jamil,"Look, I've had a sort of revelation about the world."
3,33,Tahani Al-Jamil,And I would like to take responsibility for my part in our fraught history.
3,33,Tahani Al-Jamil,"For whatever hurt I've caused you, I sincerely apologize."
3,33,Kamilah Al-Jamil,Thank you.
3,33,Kamilah Al-Jamil,I do not accept your apology.
3,33,Kamilah Al-Jamil,"Is that all, then?"
3,33,Tahani Al-Jamil,Well
3,33,Jozsef Mï¿½vï¿½szember,An egg on an egg!
3,33,Istvan Mï¿½vï¿½sziEmber-Barï¿½tja,Genius!
3,33,Jozsef Mï¿½vï¿½szember,Kamilah has done it again!
3,33,Michael,Check out what Dave gave me.
3,33,Michael,Plans for a Subaru dealership/burlesque club he's designing in Reno.
3,33,Michael,"Man, Nevada's a mess."
3,33,Michael,What are you doing?
3,33,Eleanor Shellstrop,Searching for the telltale sign of a Donna Shellstrop scam.
3,33,Eleanor Shellstrop,"A pile of cash hidden somewhere, so she can grab it and head out on the run."
3,33,Eleanor Shellstrop,"When the time comes, she will rip this guy off and disappear like Keyser Soze, right after he admitted to groping all those people."
3,33,Patricia Katterttrune,Why are you in my room?
3,33,Eleanor Shellstrop,"Oh, hey, girl."
3,33,Eleanor Shellstrop,What's up?
3,33,Eleanor Shellstrop,How old are you?
3,33,Eleanor Shellstrop,Three?
3,33,Patricia Katterttrune,I'm nine.
3,33,Eleanor Shellstrop,Cool.
3,33,Eleanor Shellstrop,I don't know anything about kids.
3,33,Eleanor Shellstrop,"Hey, has Diana ever made you hide like a special treasure in any of your toys?"
3,33,Patricia Katterttrune,"No, Diana's very nice to me."
3,33,Patricia Katterttrune,She bought me most of these stuffed animals.
3,33,Eleanor Shellstrop,"Oh, wow."
3,33,Eleanor Shellstrop,Neat.
3,33,Eleanor Shellstrop,Mind if I give him just a little surgery just to check?
3,33,Michael,"Okay, okay, okay, all right."
3,33,Michael,"Doc McStuffins, let's get you some fresh air."
3,33,Michael,So sorry.
3,33,Michael,She's a kid.
3,33,Michael,You can't disembowel her toys.
3,33,Eleanor Shellstrop,"Fine, new plan."
3,33,Eleanor Shellstrop,You casually mention that you're rich and seduce Donna.
3,33,Eleanor Shellstrop,"When she goes for you, it will prove that this whole thing is a sham."
3,33,Eleanor Shellstrop,First things first.
3,33,Eleanor Shellstrop,Do you have a penis?
3,33,Michael,I will not seduce Donna.
3,33,Michael,"For one thing, I could never do that to my pal Dave."
3,33,Michael,It goes against the architects' code.
3,33,Michael,"Also, your mother seems happy here."
3,33,Eleanor Shellstrop,The Donna I know wouldn't be caught dead in this suburban boredom factory.
3,33,Eleanor Shellstrop,She's scamming them.
3,33,Eleanor Shellstrop,"Look, believe me, don't believe me."
3,33,Eleanor Shellstrop,I don't care.
3,33,Eleanor Shellstrop,I'm gonna prove it.
3,33,Michael,"Young lady, you will stop this nonsense, go to the PTA meeting, and support your mother."
3,33,Michael,I won't hear another word about it.
3,33,Eleanor Shellstrop,What the hell was that?
3,33,Michael,"Well, I was going for the stern-but-caring-dad vibe."
3,33,Michael,No?
3,33,Michael,Didn't work?
3,33,Eleanor Shellstrop,"No, not even close."
3,33,Eleanor Shellstrop,"Like, not in the ballpark."
3,33,Michael,"I was trying something, Eleanor."
3,33,Michael,Give me a break.
3,33,Tahani Al-Jamil,"Until Kamilah accepts my apology, this open wound will hinder any progress she might make toward getting into the Good Place."
3,33,Tahani Al-Jamil,"Also, I am going to strangle her, which will hinder any air from getting into her lungs."
3,33,Chidi Anagonye,Can I talk to her?
3,33,Chidi Anagonye,Maybe we should try a little third-party mediation.
3,33,Chidi Anagonye,"Uh, hi."
3,33,Chidi Anagonye,"I'm Tahani's friend, Chidi."
